WL_nm;Abs_Irradiance
640;70.76451111
641;70.89782715
642;71.02045441
643;70.82360077
644;71.19870758
645;72.10290527
646;73.93780518
647;77.33665466
648;78.82003784
649;78.73501587
650;77.03791809
651;74.99054718
652;72.29489136
653;71.87226868
654;70.79562378
655;70.61329651
656;71.84259796
657;70.1861496
658;69.52437592
659;69.47203064
660;70.10619354
661;70.44065094
662;70.1937561
663;71.03371429
664;71.22367096
665;71.70616913
666;71.81174469
667;73.23407745
668;73.67079926
669;72.75217438
670;72.4487915
671;72.13327789
672;71.42518616
673;72.60108185
674;74.32926178
675;73.05086517
676;72.69753265
677;71.53600311
678;70.18096924
679;70.04319
680;70.10497284
681;71.44841766
682;73.26712036
683;83.95317841
684;87.46623993
685;82.43849182
686;81.86727142
687;84.54983521
688;87.06763458
689;92.47645569
690;89.1504364
691;81.60028839
692;75.38841248
693;73.43413544
694;70.17037964
695;68.18832397
696;66.53888702
697;66.60004425
698;67.54085541
699;67.67268372
700;66.09617615
701;64.19959259
702;63.05975723
703;62.66288376
704;62.00376129
705;61.82193756
706;62.2047081
707;63.98603439
708;67.26329041
709;70.89178467
710;73.91688538
711;81.04272461
712;88.31204987
713;88.32118225
714;81.31217194
715;78.25308228
716;72.18767548
717;68.46633911
718;65.87865448
719;64.68118286
720;63.74468994
721;61.81565857
722;61.51728821
723;61.08571625
724;61.82756424
725;62.03090286
726;64.14526367
727;67.63075256
728;72.48738861
729;76.95898438
730;73.8912735
731;73.37378693
732;79.23373413
733;83.36161041
734;79.30640411
735;71.539505
736;67.15065765
737;64.83699799
738;66.06586456
739;72.08783722
740;78.54529572
741;78.71292114
742;74.36276245
743;69.86008453
744;65.50144958
745;62.31417847
746;61.14806747
747;59.85078812
748;60.14933014
749;62.46614838
750;65.75955963
751;65.54794312
752;64.44139862
753;63.74154663
754;63.69269562
755;63.22640228
756;62.39077377
757;62.3241806
758;63.8167572
759;67.83581543
760;70.61209106
761;73.91255188
762;74.62014771
763;78.94585419
764;123.9588699
765;151.8470917
766;101.47155
767;82.30908203
768;65.71424866
769;58.82123184
770;55.09725189
771;52.19815445
772;50.6797905
773;48.47768402
774;47.31060028
775;45.88495636
776;44.87226486
777;45.03327942
778;43.50967789
779;43.80060959
780;44.18566895
781;45.95819092
782;46.94863129
783;46.88142014
784;45.59302521
785;44.97946167
786;45.32749939
787;45.55376434
788;50.16933823
789;64.44178009
790;69.90483093
791;66.34516907
792;55.71349335
793;50.48012924
794;48.75413132
795;48.69433594
796;50.31557465
797;57.41481781
798;60.18990326
799;56.00286865
800;50.72719955
801;49.60667419
802;46.72042084
803;44.63301086
804;43.65310669
805;43.23862839
806;44.44064713
807;47.83694077
808;48.55382919
809;46.42025757
810;43.74595642
811;42.32043457
812;41.28980637
813;39.55131149
814;38.80444717
815;38.27449799
816;38.53110504
817;41.06593704
818;44.2746048
819;48.46568298
820;54.23301697
821;79.98493195
822;141.9765625
823;330.4996948
824;382.9308472
825;342.3018799
826;196.21875
827;157.8115082
828;222.8691101
829;192.4467468
830;155.6937256
831;73.94256592
832;49.44524002
833;55.54773331
834;77.25035858
835;134.3049927
836;124.1145935
837;75.83569336
838;43.29677582
839;37.58249664
840;36.6398735
841;58.28382874
842;56.71836853
843;41.00483322
844;32.25873566
845;25.00753784
846;22.24553108
847;21.14989662
848;21.37791252
849;21.79478073
850;21.62347984
851;21.31535912
852;21.02178955
853;20.71894073
854;20.98692894
855;20.59956741
856;20.57465172
857;21.08350754
858;21.22525024
859;21.89570045
860;22.0286293
861;22.4687233
862;22.64208984
863;23.66593552
864;25.22132874
865;26.84314346
866;27.53435135
867;28.49834442
868;27.75323677
869;28.32233238
870;29.82015228
871;30.3321743
872;32.40527725
873;36.16444016
874;37.91795731
875;39.33210373
876;39.77734375
877;41.10569
878;43.61575317
879;52.73681259
880;84.72589111
881;125.8364029
882;221.5040588
883;241.6237488
884;196.6962891
885;163.3019104
886;103.1515656
887;73.67462158
888;59.41625595
889;49.87187958
890;47.2503891
891;45.86190796
892;47.35028076
893;55.28751755
894;66.96697998
895;120.928566
896;126.6821823
897;114.8781738
898;80.23432922
899;65.0890274
900;48.31723022
901;41.65970612
902;41.14757919
903;47.82577896
904;100.7826843
905;120.2737732
906;110.8223572
907;98.21361542
908;60.61424255
909;36.49652481
910;29.95112991
911;28.94018173
912;29.91714096
913;34.75959396
914;51.19264603
915;112.9469376
916;157.9665375
917;176.6372833
918;161.337326
919;119.8866653
920;76.2485199
921;65.38442993
922;51.03961563
923;43.14554596
924;35.2767601
925;33.20846558
926;28.74410439
927;25.73064232
928;24.98287582
929;26.27522087
930;28.80999947
931;29.29146385
932;32.61048126
933;30.91761398
934;30.30595207
935;34.54701614
936;44.17478561
937;60.59601593
938;68.2773819
939;79.57657623
940;76.63682556
941;67.78948212
942;56.6109848
943;55.35026169
944;54.57547379
945;59.35142517
946;59.71983719
947;56.8767662
948;61.77357864
949;66.12965393
950;75.93587494
